,incident_datetime,incident_date,incident_time,incident_year,incident_day_of_week,report_datetime,row_id,incident_id,incident_number,cad_number,report_type_code,report_type_description,filed_online,incident_code,incident_category,incident_subcategory,incident_description,resolution,intersection,cnn,police_district,analysis_neighborhood,supervisor_district,latitude,longitude,point,daynum
87621,2018-03-05 22:18:00,2018-03-05 00:00:00,22:18,2018,Monday,2018-03-05 22:21:00,64278019090,642780,180173008,180643964.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,OCEAN AVE \ CAPITOL AVE,22628000.0,Taraval,West of Twin Peaks,7.0,37.72453317055797,-122.45921280471808,"(37.72453317055797, -122.45921280471808)",0
87867,2018-03-06 13:11:00,2018-03-06 00:00:00,13:11,2018,Tuesday,2018-03-06 13:11:00,64299219090,642992,180173917,180651954.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,FOLSOM ST \ 21ST ST,24079000.0,Mission,Mission,9.0,37.75729764310003,-122.41454146903006,"(37.75729764310003, -122.41454146903003)",1
87894,2018-02-27 17:50:00,2018-02-27 00:00:00,17:50,2018,Tuesday,2018-02-27 17:50:00,64301219090,643012,180155727,180583368.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,22ND ST \ POTRERO AVE,23967000.0,Mission,Mission,9.0,37.75683373380551,-122.40669900268831,"(37.75683373380551, -122.40669900268833)",1
87917,2018-02-27 17:50:00,2018-02-27 00:00:00,17:50,2018,Tuesday,2018-02-27 17:50:00,64302819090,643028,180155727,180155727.0,IS,Initial Supplement,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,22ND ST \ POTRERO AVE,23967000.0,Mission,Mission,9.0,37.75683373380551,-122.40669900268831,"(37.75683373380551, -122.40669900268833)",1
88392,2018-03-07 18:54:00,2018-03-07 00:00:00,18:54,2018,Wednesday,2018-03-07 18:54:00,64347219090,643472,180177668,180663176.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,MISSION ST \ 09TH ST,24313000.0,Tenderloin,South of Market,6.0,37.77623051953945,-122.41471100473301,"(37.77623051953945, -122.41471100473302)",2
88780,2018-03-08 18:12:00,2018-03-08 00:00:00,18:12,2018,Thursday,2018-03-08 18:12:00,64382719090,643827,180179818,180673444.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,25TH ST \ DAKOTA ST \ TEXAS ST,23627000.0,Bayview,Bayview Hunters Point,10.0,37.752426800122734,-122.39458697893758,"(37.752426800122734, -122.3945869789376)",3
88852,2018-03-08 23:05:00,2018-03-08 00:00:00,23:05,2018,Thursday,2018-03-08 23:06:00,64388619090,643886,180180423,180674351.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,18TH ST \ CASTRO ST,25813000.0,Mission,Castro/Upper Market,8.0,37.760888932091525,-122.43500070269909,"(37.76088893209152, -122.4350007026991)",3
90663,2018-03-13 22:24:00,2018-03-13 00:00:00,22:24,2018,Tuesday,2018-03-13 22:35:00,64550119090,645501,180192923,180723919.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,CHENERY ST \ ROANOKE ST,21870000.0,Ingleside,Glen Park,8.0,37.735559503907055,-122.4302457473463,"(37.735559503907055, -122.4302457473463)",1
90882,2018-03-14 09:08:00,2018-03-14 00:00:00,09:08,2018,Wednesday,2018-03-14 09:08:00,64571119090,645711,180193523,180730951.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Unfounded,02ND ST \ TOWNSEND ST,23800000.0,Southern,Mission Bay,6.0,37.78060675630407,-122.39052723477022,"(37.78060675630406, -122.39052723477022)",2
91375,2018-03-15 11:08:00,2018-03-15 00:00:00,11:08,2018,Thursday,2018-03-15 11:08:00,64615119090,646151,180196806,180741438.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,24TH ST \ SHOTWELL ST,24064000.0,Mission,Mission,9.0,37.75243964438968,-122.41517229045436,"(37.752439644389675, -122.41517229045435)",3
91605,2018-03-16 02:02:00,2018-03-16 00:00:00,02:02,2018,Friday,2018-03-16 02:02:00,64634319090,646343,180198761,180750226.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,EDDY ST \ VAN NESS AVE,25186000.0,Northern,Tenderloin,6.0,37.78289412114938,-122.42081700428415,"(37.78289412114938, -122.42081700428415)",4
91956,2018-03-16 23:24:00,2018-03-16 00:00:00,23:24,2018,Friday,2018-03-16 23:29:00,64665719090,646657,180201405,180754197.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,GRATTAN ST \ SHRADER ST,26283000.0,Park,Haight Ashbury,5.0,37.76384265076965,-122.45104229291509,"(37.763842650769654, -122.4510422929151)",4
92098,2018-03-17 06:42:00,2018-03-17 00:00:00,06:42,2018,Saturday,2018-03-17 06:45:00,64678219090,646782,180201740,180760582.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,STANYAN ST \ HAYES ST,26446000.0,Park,Golden Gate Park,1.0,37.77289517720077,-122.45428511766731,"(37.772895177200766, -122.45428511766733)",5
93351,2018-03-20 15:32:00,2018-03-20 00:00:00,15:32,2018,Tuesday,2018-03-20 15:40:00,64786919090,647869,180210315,180792391.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,04TH ST \ TOWNSEND ST,23821000.0,Southern,South of Market,6.0,37.777089331995356,-122.39498148165924,"(37.77708933199535, -122.39498148165923)",1
93894,2018-03-21 22:30:00,2018-03-21 00:00:00,22:30,2018,Wednesday,2018-03-21 22:37:00,64836319090,648363,180213751,180803952.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,18TH ST \ MINNESOTA ST,23650000.0,Bayview,Potrero Hill,10.0,37.762925746142294,-122.39069849493484,"(37.7629257461423, -122.39069849493485)",2
94809,2018-03-24 14:20:00,2018-03-24 00:00:00,14:20,2018,Saturday,2018-03-24 14:45:00,64916819090,649168,180220449,180831996.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,FILLMORE ST \ LOMBARD ST,26751000.0,Northern,Marina,2.0,37.799842952026204,-122.43604617512676,"(37.7998429520262, -122.43604617512675)",5
96431,2018-03-28 10:40:00,2018-03-28 00:00:00,10:40,2018,Wednesday,2018-03-28 10:44:00,65062419090,650624,180230131,180871370.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,FILLMORE ST \ SACRAMENTO ST,26639000.0,Northern,Pacific Heights,2.0,37.789836971259774,-122.43402709034115,"(37.78983697125977, -122.43402709034117)",2
96699,2018-03-29 00:31:00,2018-03-29 00:00:00,00:31,2018,Thursday,2018-03-29 00:31:00,65084519090,650845,180232529,180880065.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,OFARRELL ST \ LARKIN ST,25152000.0,Tenderloin,Tenderloin,6.0,37.78516721373892,-122.41790141130258,"(37.785167213738916, -122.41790141130261)",3
97730,2018-03-31 23:30:00,2018-03-31 00:00:00,23:30,2018,Saturday,2018-03-31 23:43:00,65172019090,651720,180240497,180904128.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,GEARY ST \ KEARNY ST,24645000.0,Tenderloin,Financial District/South Beach,3.0,37.78796308981769,-122.40349177637128,"(37.78796308981769, -122.40349177637127)",5
97991,2018-04-02 00:27:00,2018-04-02 00:00:00,00:27,2018,Monday,2018-04-02 00:28:00,65195019090,651950,180242653,180920046.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,CLAYTON ST \ HAIGHT ST,26409000.0,Park,Haight Ashbury,5.0,37.76979784988983,-122.44857881825683,"(37.76979784988983, -122.44857881825685)",0
100029,2018-04-05 02:37:00,2018-04-05 00:00:00,02:37,2018,Thursday,2018-04-06 02:53:00,65378819090,653788,180251052,180950214.0,IS,Initial Supplement,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,GEARY BLVD \ 17TH AVE,27500000.0,Richmond,Outer Richmond,1.0,37.78047584941034,-122.47616919036905,"(37.780475849410344, -122.47616919036905)",3
100031,2018-04-06 00:07:00,2018-04-06 00:00:00,00:07,2018,Friday,2018-04-06 02:45:00,65378919090,653789,180253729,180960153.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,03RD AVE \ GEARY BLVD,27245000.0,Richmond,Inner Richmond,1.0,37.78116026065111,-122.46106282968252,"(37.781160260651106, -122.46106282968253)",4
100807,2018-04-07 21:55:00,2018-04-07 00:00:00,21:55,2018,Saturday,2018-04-07 21:55:00,65446919090,654469,180258393,180973787.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,TERRY A FRANCOIS BLVD \ ILLINOIS ST \ MARIPOSA ST,23574000.0,Southern,Mission Bay,6.0,37.76437937065936,-122.3879168122909,"(37.764379370659356, -122.3879168122909)",5
100839,2018-04-08 01:22:00,2018-04-08 00:00:00,01:22,2018,Sunday,2018-04-08 01:22:00,65449919090,654499,180258672,180980210.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,BROADWAY \ DIRK DIRKSEN PL,24840000.0,Central,North Beach,3.0,37.7981184444975,-122.40467993579156,"(37.7981184444975, -122.40467993579155)",6
101091,2018-04-08 22:10:00,2018-04-08 00:00:00,22:10,2018,Sunday,2018-04-08 22:15:00,65472919090,654729,180260423,180983577.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,HOWARD ST \ 11TH ST,24353000.0,Southern,Mission,6.0,37.77310058698727,-122.41556139099545,"(37.77310058698727, -122.41556139099544)",6
101102,2018-04-08 21:11:00,2018-04-08 00:00:00,21:11,2018,Sunday,2018-04-08 21:16:00,65473719090,654737,180260310,180983411.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,VALLEJO ST \ EMERY LN,25350000.0,Central,Chinatown,3.0,37.7984712331961,-122.4096386389836,"(37.7984712331961, -122.4096386389836)",6
101792,2018-04-10 12:47:00,2018-04-10 00:00:00,12:47,2018,Tuesday,2018-04-10 12:50:00,65535919090,655359,180264760,181001860.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,ANDOVER ST \ CORTLAND AVE,21213000.0,Ingleside,Bernal Heights,9.0,37.73906169795557,-122.41651960155151,"(37.73906169795557, -122.41651960155151)",1
103161,2018-04-13 07:02:00,2018-04-13 00:00:00,07:02,2018,Friday,2018-04-13 07:02:00,65654019090,656540,180272387,181030569.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,08TH ST \ HOWARD ST,24299000.0,Southern,South of Market,6.0,37.77622135530407,-122.41160611386444,"(37.77622135530407, -122.41160611386445)",4
103574,2018-04-14 10:53:00,2018-04-14 00:00:00,10:53,2018,Saturday,2018-04-14 10:54:00,65689919090,656899,180275955,181041272.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,17TH ST \ HOFF ST,24176000.0,Mission,Mission,9.0,37.76337555115752,-122.42043281853435,"(37.76337555115752, -122.42043281853437)",5
103727,2018-04-14 20:34:00,2018-04-14 00:00:00,20:34,2018,Saturday,2018-04-14 20:37:00,65702519090,657025,180277406,181043410.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,18TH ST \ CASTRO ST,25813000.0,Mission,Castro/Upper Market,8.0,37.760888932091525,-122.43500070269909,"(37.76088893209152, -122.4350007026991)",5
104405,2018-04-16 18:48:00,2018-04-16 00:00:00,18:48,2018,Monday,2018-04-16 18:48:00,65761919090,657619,180282524,181063363.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,19TH ST \ MISSION ST,24145000.0,Mission,Mission,9.0,37.760235354071796,-122.41920604493744,"(37.7602353540718, -122.41920604493745)",0
104970,2018-04-17 23:51:00,2018-04-17 00:00:00,23:51,2018,Tuesday,2018-04-17 23:51:00,65811719090,658117,180285813,181074219.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,EDDY ST \ CYRIL MAGNIN ST,24893000.0,Tenderloin,Tenderloin,6.0,37.78445272883687,-122.40849315881205,"(37.78445272883687, -122.40849315881205)",1
105418,2018-04-18 18:48:00,2018-04-18 00:00:00,18:48,2018,Wednesday,2018-04-18 18:48:00,65852219090,658522,180287825,181083560.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,JESSIE ST \ 06TH ST,24294000.0,Tenderloin,South of Market,6.0,37.781398133437946,-122.40924544400872,"(37.781398133437946, -122.40924544400873)",2
105658,2018-04-14 20:37:00,2018-04-14 00:00:00,20:37,2018,Saturday,2018-04-14 20:37:00,65874919090,658749,189001076,189001076.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,STATE DR \ LAKE MERCED BLVD,23116000.0,Taraval,Lakeshore,7.0,37.726672512705626,-122.48388112687464,"(37.726672512705626, -122.48388112687464)",5
105979,2018-04-20 02:15:00,2018-04-20 00:00:00,02:15,2018,Friday,2018-04-20 02:15:00,65902619090,659026,180291638,181100227.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,03RD AVE \ CLEMENT ST,27247000.0,Richmond,Inner Richmond,1.0,37.783087441092704,-122.46120747577555,"(37.783087441092704, -122.46120747577554)",4
106207,2018-04-20 13:43:00,2018-04-20 00:00:00,13:43,2018,Friday,2018-04-20 13:50:00,65922419090,659224,180292852,181102165.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,OFARRELL ST \ CYRIL MAGNIN ST,24905000.0,Tenderloin,Tenderloin,6.0,37.78629591566278,-122.40894102911491,"(37.78629591566277, -122.40894102911493)",4
106362,2018-04-20 19:24:00,2018-04-20 00:00:00,19:24,2018,Friday,2018-04-20 19:24:00,65934819090,659348,180294074,181103726.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,SHOTWELL ST \ CESAR CHAVEZ ST,21290000.0,Mission,Bernal Heights,9.0,37.748230730135205,-122.41491896442714,"(37.7482307301352, -122.41491896442716)",4
106862,2018-04-22 11:10:00,2018-04-22 00:00:00,11:10,2018,Sunday,2018-04-22 11:21:00,65979019090,659790,180297777,181121356.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,SPEAR ST \ HOWARD ST,24547000.0,Southern,Financial District/South Beach,6.0,37.79131097014855,-122.39252462341119,"(37.791310970148544, -122.39252462341119)",6
107051,2018-04-22 22:13:00,2018-04-22 00:00:00,22:13,2018,Sunday,2018-04-22 22:14:00,65995519090,659955,180299488,181123812.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,21ST ST \ CHATTANOOGA ST,25661000.0,Mission,Noe Valley,8.0,37.756560608018134,-122.42678718622251,"(37.756560608018134, -122.42678718622253)",6
107417,2018-04-23 16:50:00,2018-04-23 00:00:00,16:50,2018,Monday,2018-04-23 16:50:00,66027919090,660279,180301419,181132833.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,EDDY ST \ CYRIL MAGNIN ST,24893000.0,Tenderloin,Tenderloin,6.0,37.78445272883687,-122.40849315881205,"(37.78445272883687, -122.40849315881205)",0
107519,2018-04-19 02:50:00,2018-04-19 00:00:00,02:50,2018,Thursday,2018-04-19 02:50:00,66037519090,660375,180288629,181090308.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,22ND ST \ POTRERO AVE,23967000.0,Mission,Mission,9.0,37.75683373380551,-122.40669900268831,"(37.75683373380551, -122.40669900268833)",3
108376,2018-04-25 18:40:00,2018-04-25 00:00:00,18:40,2018,Wednesday,2018-04-25 18:48:00,66113019090,661130,180307332,181153485.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,GOUGH ST \ FELL ST,25916000.0,Northern,Hayes Valley,5.0,37.775949861708284,-122.42278763487913,"(37.77594986170828, -122.42278763487914)",2
108406,2018-04-25 18:40:00,2018-04-25 00:00:00,18:40,2018,Wednesday,2018-04-25 18:48:00,66115619090,661156,180307332,181153485.0,IS,Initial Supplement,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,GOUGH ST \ FELL ST,25916000.0,Northern,Hayes Valley,5.0,37.775949861708284,-122.42278763487913,"(37.77594986170828, -122.42278763487914)",2
110133,2018-04-26 14:07:00,2018-04-26 00:00:00,14:07,2018,Thursday,2018-04-26 14:07:00,66267019090,662670,180309441,181162245.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,HILL POINT AVE \ PARNASSUS AVE,26310000.0,Park,Inner Sunset,5.0,37.764070068914904,-122.45578106672758,"(37.76407006891491, -122.45578106672758)",3
110953,2018-04-28 14:42:00,2018-04-28 00:00:00,14:42,2018,Saturday,2018-04-28 14:42:00,66342419090,663424,180315012,181182254.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,POLK ST \ WILLOW ST,25177000.0,Southern,Tenderloin,6.0,37.78356778488696,-122.41927343381671,"(37.78356778488696, -122.41927343381671)",5
111535,2018-05-03 11:50:00,2018-05-03 00:00:00,11:50,2018,Thursday,2018-05-03 12:09:00,66393819090,663938,180329057,181232899.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,BEALE ST \ MISSION ST,24554000.0,Southern,Financial District/South Beach,6.0,37.791152807557935,-122.39581342280272,"(37.791152807557935, -122.39581342280272)",3
111649,2018-05-03 23:45:00,2018-05-03 00:00:00,23:45,2018,Thursday,2018-05-03 23:45:00,66403319090,664033,180329875,181234243.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,HOLLADAY AVE \ WRIGHT ST,20831000.0,Bayview,Bernal Heights,9.0,37.74736631166639,-122.40510135842213,"(37.74736631166639, -122.40510135842212)",3
112206,2018-05-05 02:27:00,2018-05-05 00:00:00,02:27,2018,Saturday,2018-05-05 02:32:00,66454519090,664545,180333058,181250307.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,SUTTER ST \ POWELL ST,24909000.0,Central,Nob Hill,3.0,37.789225613672606,-122.40859504581258,"(37.78922561367261, -122.40859504581255)",5
112400,2018-05-05 13:29:00,2018-05-05 00:00:00,13:29,2018,Saturday,2018-05-05 13:29:00,66471919090,664719,180334056,181252045.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,MCALLISTER ST \ MARKET ST,30740000.0,Tenderloin,Tenderloin,6.0,37.78117721773047,-122.41169993118794,"(37.78117721773047, -122.41169993118794)",5
112446,2018-05-05 13:29:00,2018-05-05 00:00:00,13:29,2018,Saturday,2018-05-05 13:29:00,66475819090,664758,180334056,181252045.0,IS,Initial Supplement,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,MCALLISTER ST \ MARKET ST,30740000.0,Tenderloin,Tenderloin,6.0,37.78117721773047,-122.41169993118794,"(37.78117721773047, -122.41169993118794)",5
113556,2018-05-08 01:33:00,2018-05-08 00:00:00,01:33,2018,Tuesday,2018-05-08 01:34:00,66576919090,665769,180341051,181280157.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,22ND ST \ CAPP ST,24082000.0,Mission,Mission,9.0,37.75550249751554,-122.41765899374701,"(37.75550249751555, -122.417658993747)",1
113676,2018-05-01 07:20:00,2018-05-01 00:00:00,07:20,2018,Tuesday,2018-05-01 07:40:00,66588619090,665886,180321774,181210866.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,22ND ST \ POTRERO AVE,23967000.0,Mission,Mission,9.0,37.75683373380551,-122.40669900268831,"(37.75683373380551, -122.40669900268833)",1
114284,2018-05-09 13:00:00,2018-05-09 00:00:00,13:00,2018,Wednesday,2018-05-09 13:02:00,66641819090,666418,180345514,181291950.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,MISSION ST \ 09TH ST,24313000.0,Southern,South of Market,6.0,37.77623051953945,-122.41471100473301,"(37.77623051953945, -122.41471100473302)",2
114468,2018-05-09 21:42:00,2018-05-09 00:00:00,21:42,2018,Wednesday,2018-05-09 21:43:00,66656619090,666566,180346976,181294091.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,STEINER ST \ LOMBARD ST,26770000.0,Northern,Marina,2.0,37.79963392902011,-122.43769470653812,"(37.79963392902011, -122.43769470653812)",2
115421,2018-05-12 01:00:00,2018-05-12 00:00:00,01:00,2018,Saturday,2018-05-12 01:03:00,66741319090,667413,180353034,181320184.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,GEARY ST \ JONES ST,24960000.0,Central,Tenderloin,6.0,37.786729743910534,-122.41316144562204,"(37.78672974391054, -122.41316144562205)",5
116109,2018-05-13 19:48:00,2018-05-13 00:00:00,19:48,2018,Sunday,2018-05-13 19:48:00,66800219090,668002,180357644,181333019.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,BERNICE ST \ 12TH ST,24236000.0,Southern,Mission,6.0,37.77034734336754,-122.41374961166352,"(37.77034734336754, -122.41374961166352)",6
116299,2018-05-14 10:44:00,2018-05-14 00:00:00,10:44,2018,Monday,2018-05-14 10:44:00,66817919090,668179,180358664,181341389.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,VALENCIA ST \ 16TH ST,24183000.0,Mission,Mission,8.0,37.76491737717617,-122.42188644715362,"(37.76491737717617, -122.42188644715362)",0
116790,2018-05-15 12:30:00,2018-05-15 00:00:00,12:30,2018,Tuesday,2018-05-15 12:37:00,66861819090,668618,180362132,181351811.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,GUERRERO ST \ 14TH ST,25835000.0,Mission,Mission,8.0,37.76800642408289,-122.42441169103962,"(37.76800642408289, -122.42441169103962)",1
117828,2018-05-18 01:24:00,2018-05-18 00:00:00,01:24,2018,Friday,2018-05-18 01:32:00,66952319090,669523,180369627,181380186.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,GRANT AVE \ GREEN ST,25326000.0,Central,North Beach,3.0,37.79970367508504,-122.4073952442741,"(37.79970367508504, -122.4073952442741)",4
118175,2018-05-18 21:44:00,2018-05-18 00:00:00,21:44,2018,Friday,2018-05-18 21:44:00,66982019090,669820,180372006,181384050.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,03RD ST \ KING ST,23799000.0,Southern,Mission Bay,6.0,37.77812569661714,-122.39184052639568,"(37.77812569661714, -122.39184052639568)",4
118892,2018-05-20 15:30:00,2018-05-20 00:00:00,15:30,2018,Sunday,2018-05-20 15:30:00,67049019090,670490,180375903,181402416.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,FELL ST \ COLE ST,26422000.0,Park,Golden Gate Park,5.0,37.77236766272795,-122.45078670937329,"(37.77236766272795, -122.45078670937328)",6
119464,2018-05-21 22:37:00,2018-05-21 00:00:00,22:37,2018,Monday,2018-05-21 22:37:00,67098919090,670989,180380112,181414092.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,16TH ST \ JOSE SARRIA CT \ PROSPER ST,25798000.0,Mission,Castro/Upper Market,8.0,37.76432401133162,-122.43170028845323,"(37.76432401133162, -122.43170028845323)",0
119896,2018-05-23 01:29:00,2018-05-23 00:00:00,01:29,2018,Wednesday,2018-05-23 01:33:00,67137119090,671371,180383025,181430123.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,POLK ST \ PINE ST,25222000.0,Northern,Nob Hill,3.0,37.789620437184965,-122.42049344331696,"(37.78962043718497, -122.42049344331697)",2
120821,2018-05-25 02:02:00,2018-05-25 00:00:00,02:02,2018,Friday,2018-05-25 02:17:00,67218919090,672189,180388514,181450191.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,STOCKTON ST \ STOCKTON TUNL \ SUTTER ST,24910000.0,Central,Financial District/South Beach,3.0,37.789433681244844,-122.40695698813221,"(37.78943368124484, -122.40695698813221)",4
121533,2018-05-26 19:16:00,2018-05-26 00:00:00,19:16,2018,Saturday,2018-05-26 19:16:00,67281419090,672814,180392929,181463254.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,VALENCIA ST \ CUNNINGHAM PL,24157000.0,Mission,Mission,8.0,37.759372452792256,-122.42135541826264,"(37.759372452792256, -122.42135541826262)",5
121892,2018-05-27 02:05:00,2018-05-27 00:00:00,02:05,2018,Sunday,2018-05-27 02:05:00,67311419090,673114,180393789,181470288.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,MONTGOMERY ST \ BROADWAY,24768000.0,Central,North Beach,3.0,37.798222970428206,-122.40386301890017,"(37.798222970428206, -122.40386301890015)",6
